themes,solution,epd,rating,rating_dev,to_move,cp_eval,move1cp,nodes,move1multiPV,move1sel_depth,move1w,move1d,move1l,move2cp,move2multiPV,move2sel_depth,move2w,move2d,move2l,move3cp,move3multiPV,move3sel_depth,move3w,move3d,move3l,orig_w,orig_d,orig_l,white_material,black_material,material_balance,total_material,white_P,white_N,white_B,white_R,white_Q,white_K,black_p,black_n,black_b,black_r,black_q,black_k,crushing,hangingPiece,long,middlegame,advantage,endgame,short,rookEndgame,fork,pawnEndgame,mate,mateIn2,operaMate,master,interference,kingsideAttack,veryLong,zugzwang,exposedKing,skewer,mateIn1,oneMove,opening,pin,quietMove,backRankMate,discoveredAttack,sacrifice,bishopEndgame,bodenMate,deflection,morphysMate,smotheredMate,advancedPawn,attraction,promotion,mateIn3,masterVsMaster,superGM,queensideAttack,knightEndgame,cornerMate,defensiveMove,queenEndgame,attackingF2F7,queenRookEndgame,clearance,intermezzo,equality,pillsburysMate,trappedPiece,hookMate,discoveredCheck,xRayAttack,capturingDefender,swallowstailMate,doubleBishopMate,doubleCheck,arabianMate,mateIn4,epauletteMate,enPassant,vukovicMate,dovetailMate,triangleMate,balestraMate,collinearMove,killBoxMate,anastasiaMate,blindSwineMate,castling,mateIn5,underPromotion,collinear,meaningful_L1,meaningful_L2,meaningful_L3,branching_L2,branching_L3,avg_branching,narrow_L1,narrow_L2,narrow_L3,distance_L1,distance_L2,distance_L3,pieces_L1,pieces_L2,pieces_L3,all_pieces_involved,winning_no_mate,possible_L1,possible_L2,possible_L3,all_possible_moves,all_narrow_solutions,tree_size,move_ratio_L1,move_ratio_L2,move_ratio_L3,sum_distance,avg_distance,solved1320,solved1500,solved1750,solved2000,solved2250,solved2500,solved2750,solved3000
crushing deflection middlegame veryLong,f6f3 e5g5 g8f8 c2h7 d6h2 h1h2 f3h3 h7h3,3r2k1/1p5p/pbbqp3/3PR3/P5p1/2B2r1P/1PQ2P1P/3R3K w - -,1911,75,1,384,444,159436,1,33,1000,0,0,-90,2,25,0,646,354,-171.0,3.0,19.0,0.0,15.0,985.0,1000,0,0,28,30,-2,58,6,0,1,2,1,1,5,0,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,5,1,1,1,3,1,41,1870,75396,77307,3,3,0.024390243902439,0.0005347593582887,1.3263303093002282e-05,8,2.6666666666666665,1,0,1,1,1,1,1,1
crushing endgame short,h2h3 f6e4 c2e4 e5e4,8/5pp1/p4n1p/1p2k3/8/1PK1P2P/P1B2P2/8 b - -,1973,76,-1,163,248,326421,1,22,1000,0,0,56,2,20,52,948,0,29.0,3.0,37.0,9.0,991.0,0.0,1000,0,0,8,8,0,16,5,0,1,0,0,1,5,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3.0,1.0,2.0,1,0,3,2,4,5,1,2,2,3,1,16,247,3695,3958,4,7,0.0625,0.0121457489878542,0.0008119079837618,11,1.5714285714285714,0,0,1,1,1,1,1,1
backRankMate endgame mate mateIn1 oneMove,d4b5 c1c8,6k1/5ppp/4p1b1/1n1pP3/1P6/r7/5PPP/2R2BK1 w - -,463,105,1,1500,1500,23909,1,2,1000,0,0,-78,2,27,0,805,195,-192.0,3.0,18.0,0.0,3.0,997.0,1000,0,0,13,16,-3,29,5,0,1,1,0,1,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,654,14348,15024,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advantage long middlegame,f3g2 c4f7 g2d5 f7d5 a8e8 d5g5,r3B2k/pp4pp/2n5/q1p3b1/2Q5/8/PPP2PbP/R4RK1 w - -,2060,78,1,255,235,151377,1,22,1000,0,0,-50,2,24,0,956,44,-193.0,3.0,28.0,0.0,3.0,997.0,1000,0,0,27,28,-1,55,5,0,1,2,1,1,5,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,290,38.0,7.631578947368421,22.81578947368421,1,0,2,3,69,546,1,5,5,6,1,41,1726,69689,71456,3,329,0.024390243902439,0.0220162224797219,0.0041613454060181,618,1.878419452887538,0,0,1,1,1,1,1,1
endgame mate mateIn2 short,c1c3 b3d1 e4e1 d1e1,2r3k1/R4ppp/8/4P3/4Q3/1qR3B1/5PPP/6K1 b - -,1460,83,-1,-1500,-1500,59241,1,4,1000,0,0,-466,2,21,0,0,1000,-556.0,3.0,21.0,0.0,0.0,1000.0,1000,0,0,26,17,9,43,4,0,1,2,1,1,3,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,2,3,0,1,1,0,1,0,34,1647,52723,54404,2,2,0.0294117647058823,0.0006071645415907,0.0,5,2.5,1,1,1,1,1,1,1,1
crushing endgame master masterVsMaster short,d6c5 e8a4 b3c1 b2b4,4B3/8/1p3p1p/2k2Pp1/p1P3P1/1nK4P/1P6/8 w - -,1219,84,1,133,229,65901,1,16,1000,0,0,0,2,8,1,998,1,0.0,3.0,8.0,1.0,998.0,1.0,1000,0,0,8,8,0,16,5,0,1,0,0,1,5,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,96,1091,1197,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,1,1,1
backRankMate endgame mate mateIn2 sacrifice short,g8h8 f7f8 a8f8 f2f8,r6k/2p2Qpp/p7/4b3/8/8/1PP1KR2/2q5 w - -,621,81,1,1500,1500,137183,1,4,1000,0,0,-464,2,25,0,0,1000,-497.0,3.0,28.0,0.0,0.0,1000.0,1000,0,0,16,21,-5,37,2,0,0,1,1,1,4,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,1,5,0,1,1,0,2,0,31,980,26634,27645,2,2,0.032258064516129,0.0010204081632653,0.0,6,3.0,1,1,1,1,1,1,1,1
crushing endgame short,c5c6 d7f7 f1f7 e8f7,4q1r1/k2r1Rp1/ppQ4p/3p4/3P4/2P1P3/PP4P1/2K2R2 b - -,1739,74,-1,453,470,386346,1,34,1000,0,0,-256,2,23,0,0,1000,-350.0,3.0,29.0,0.0,0.0,1000.0,1000,0,0,25,24,1,49,6,0,0,2,1,1,5,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,2,6,12,1,2,1,3,1,23,998,23157,24178,3,5,0.0434782608695652,0.002004008016032,8.636697326942177e-05,20,4.0,1,1,1,1,1,1,1,1
kingsideAttack mate mateIn2 middlegame short,f8f6 h5e8 f6f8 e8f8,r1b4k/1pp3p1/1b1p1q1p/1p5Q/P1P1Bp2/3P4/6PP/5R1K w - -,740,80,1,1500,1500,68641,1,4,1000,0,0,-252,2,21,0,0,1000,-297.0,3.0,31.0,0.0,0.0,1000.0,1000,0,0,22,27,-5,49,5,0,1,1,1,1,7,0,2,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,3,2,0,1,1,0,1,0,41,1576,57955,59572,2,2,0.024390243902439,0.0006345177664974,0.0,5,2.5,1,1,1,1,1,1,1,1
endgame mate mateIn1 oneMove,b7b8q e2h5,1Q5R/5pk1/5rpp/8/8/4P1PK/4qPQP/8 b - -,999,77,-1,-1500,-1500,101939,1,2,1000,0,0,-694,2,38,0,0,1000,-752.0,3.0,25.0,0.0,0.0,1000.0,1000,0,0,27,17,10,44,4,0,0,1,2,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,946,24068,25041,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
kingsideAttack mate mateIn1 middlegame oneMove,f3d4 c7h2,4k2r/1bq2pb1/4p3/1p4p1/2pN4/R7/1P2BPPP/3Q1RK1 b k -,961,92,-1,-1500,-1500,27162,1,2,1000,0,0,80,2,19,224,776,0,-56.0,3.0,16.0,0.0,938.0,62.0,1000,0,0,29,25,4,54,4,1,1,2,1,1,5,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,1992,85756,87794,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing endgame long,g5f5 h2h5 f6g5 h5f7 f5g4 f7c4,6k1/8/5B2/1R3K2/6p1/6P1/P4P1q/8 b - -,1749,87,-1,365,356,292348,1,45,1000,0,0,16,2,26,4,995,1,1.0,3.0,18.0,2.0,997.0,1.0,1000,0,0,11,10,1,21,3,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,3,1,2,1,1,1,2,1,14,366,5680,6060,3,3,0.0714285714285714,0.0027322404371584,0.0001760563380281,6,2.0,0,1,1,1,1,1,1,1
advantage long middlegame,g2e4 e8e4 c2e4 d5e4 d1d8 a8d8,r2qr1k1/pb3pp1/1p4n1/3p4/1P2B2p/P1P1N1P1/2Q1PP1P/3R1RK1 b - -,1568,75,-1,377,379,133456,1,33,1000,0,0,46,2,20,50,950,0,-186.0,3.0,19.0,0.0,9.0,991.0,1000,0,0,32,31,1,63,7,1,1,2,1,1,6,1,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,94,4.0,23.5,13.75,1,0,1,4,8,148,1,3,6,6,1,35,1358,48906,50299,2,99,0.0285714285714285,0.0029455081001472,0.0019220545536335,160,1.616161616161616,1,1,1,1,1,1,1,1
deflection equality middlegame short,f3b3 e8e1 b1e1 b7b3,4r1k1/1q3ppp/3B1n2/p2P4/8/PQ5P/5PPN/1R4K1 b - -,1780,91,-1,133,105,310382,1,42,577,423,0,-426,2,30,0,0,1000,-455.0,3.0,29.0,0.0,0.0,1000.0,958,42,0,25,21,4,46,5,1,1,1,1,1,4,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,1460,52850,54347,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing endgame long,b8b7 e4e8 d8e8 e1e8 c8e8 f3b7,2rr2k1/1q3p2/p6p/6p1/4R3/1P3Q2/P5P1/4R2K w - -,1873,76,1,400,457,1094002,1,58,1000,0,0,10,2,23,3,996,1,-40.0,3.0,27.0,0.0,980.0,20.0,1000,0,0,22,23,-1,45,3,0,0,2,1,1,4,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2.0,1.5,1.75,1,0,1,4,2,13,1,2,2,3,1,43,1638,69208,70889,2,6,0.0232558139534883,0.0012210012210012,4.3347589874003006e-05,19,3.1666666666666665,0,1,1,1,1,1,1,1
advantage long middlegame,b2b5 e6f7 b5f1 h1h2 f8c8 f7e6,1k3r2/ppp2r1p/1b1pQP1p/1q6/3P3P/2P3R1/P5P1/5R1K w - -,2693,117,1,245,271,179822,1,42,1000,0,0,-184,2,25,0,5,995,-231.0,3.0,26.0,0.0,0.0,1000.0,1000,0,0,25,28,-3,53,6,0,0,2,1,1,6,0,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,1582,61989,63614,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,1,1,1
endgame hookMate mate mateIn1 oneMove,c2d3 h2d2,7k/1p2R3/p3N3/3p4/2n5/2PK4/PP5r/8 b - -,1465,79,-1,-1500,-1500,88059,1,2,1000,0,0,48,2,36,34,966,0,3.0,3.0,18.0,2.0,997.0,1.0,1000,0,0,11,11,0,22,3,1,0,1,0,1,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,453,9519,9997,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advantage deflection endgame short,c8d7 f1h3 d7c7 f8e7,5Q2/pp1kpp2/3p1n2/2pP4/2P1P3/2q2PK1/8/5B2 w - -,1878,76,1,200,204,105530,1,34,999,1,0,-196,2,21,0,2,998,-211.0,3.0,21.0,0.0,1.0,999.0,1000,0,0,16,18,-2,34,4,0,1,0,1,1,6,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,523,9979,10524,0,0,0.0,0.0,0.0,0,0.0,0,1,1,1,1,1,1,1
crushing exposedKing master middlegame pin skewer veryLong,f5e7 e6e7 g7f6 g5g6 f6e7 g6c6 e7d7 c6c5,r7/4n1k1/2b1R1n1/1p4R1/1P1p3p/3P1PpP/2N3P1/6K1 w - -,2210,78,1,381,414,127134,1,30,1000,0,0,-47,2,20,0,968,32,-221.0,3.0,21.0,0.0,0.0,1000.0,1000,0,0,18,18,0,36,5,1,0,2,0,1,4,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1.0,6.0,3.5,1,1,0,1,1,18,1,1,1,2,1,27,753,18963,19743,2,8,0.037037037037037,0.0013280212483399,0.0003164056320202,20,2.5,0,1,0,1,1,1,1,1
advantage long middlegame,c8c2 a4a5 b6c5 d2b4 c5b4 a1a4,7r/pp1k1ppp/1q2p3/3pP3/Pb1n4/1P1Q4/2rB1PPP/RN3RK1 w - -,2496,88,1,282,283,189073,1,36,1000,0,0,-89,2,26,0,651,349,-99.0,3.0,16.0,0.0,518.0,482.0,1000,0,0,31,32,-1,63,6,1,1,2,1,1,7,1,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,1,2,4,1,2,2,5,1,38,1934,68868,70840,3,5,0.0263157894736842,0.0010341261633919,2.9041064064587326e-05,7,1.4,1,1,1,1,1,1,1,1
kingsideAttack master mate mateIn1 middlegame oneMove pillsburysMate,c1e1 e8e1,1kr1r3/1pp4p/p2b2p1/3N1p2/P7/3P1Q1P/2R2PP1/4R1K1 b - -,544,95,-1,-1500,-1500,123617,1,2,1000,0,0,-482,2,19,0,0,1000,-496.0,3.0,25.0,0.0,0.0,1000.0,1000,0,0,27,19,8,46,5,1,0,2,1,1,6,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,1358,40239,41629,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advantage endgame long,c3g3 f1f8 g7g8 h8g8 g3g8 f8g8,7R/kppq2r1/p3p3/3p4/P2P4/BP4r1/1KP5/5Q2 w - -,1974,206,1,414,413,495337,1,45,1000,0,0,5,2,23,2,997,1,-192.0,3.0,21.0,0.0,3.0,997.0,1000,0,0,21,24,-3,45,4,0,1,1,1,1,5,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,7,1,1,1,1,1,1,1,48,1543,63789,65380,3,3,0.0208333333333333,0.000648088139987,1.567668406778598e-05,9,3.0,1,1,1,1,1,1,1,1
advantage fork master middlegame short,g2g7 e4d2 b1a1 d2f3,2r4k/6RP/8/3p4/pp1qn3/3N1Q2/PPP5/1K5R b - -,1101,88,-1,342,384,321845,1,28,1000,0,0,-157,2,26,0,24,976,-505.0,3.0,24.0,0.0,0.0,1000.0,1000,0,0,26,20,6,46,4,1,0,2,1,1,3,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,2,2,4,1,1,1,2,1,36,1637,55653,57326,3,5,0.0277777777777777,0.0012217470983506,3.593696656065262e-05,8,1.6,1,1,1,1,1,1,1,1
crushing middlegame short,e4e5 e7c5 e5d4 c5d4,2r1r1k1/3qbppp/pB6/3pQP2/2p5/P6P/BPP3P1/R4RK1 b - -,1021,85,-1,408,410,313274,1,29,1000,0,0,-73,2,24,0,831,169,-94.0,3.0,27.0,0.0,585.0,415.0,1000,0,0,31,28,3,59,6,0,2,2,1,1,6,0,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,2,2,4,1,2,2,3,1,37,1798,63668,65503,3,5,0.027027027027027,0.0011123470522803,3.141295470251932e-05,8,1.6,1,1,1,1,1,1,1,1
endgame mate mateIn1 oneMove,b7b3 d4g7,4b1k1/4P2p/p1p3pP/6q1/3Q4/Pr6/1PP3P1/1K6 w - -,1106,84,1,1500,1500,61640,1,2,1000,0,0,-211,2,22,0,1,999,-232.0,3.0,22.0,0.0,0.0,1000.0,1000,0,0,15,21,-6,36,6,0,0,0,1,1,4,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,1010,25561,26604,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing endgame fork short,d4h4 g5f3 g1g2 f3h4,r7/8/p1k5/1p1p1pn1/7R/2P1P2P/5P2/R5K1 b - -,812,89,-1,441,477,1523989,1,52,1000,0,0,-37,2,15,0,983,17,-59.0,3.0,23.0,0.0,935.0,65.0,1000,0,0,14,12,2,26,4,0,0,2,0,1,4,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3.0,1.0,2.0,1,0,3,2,3,6,1,1,1,2,1,24,633,14677,15334,4,7,0.0416666666666666,0.0047393364928909,0.0002044014444368,11,1.5714285714285714,1,1,1,1,1,1,1,1
advantage long middlegame skewer,c3d5 d6e5 d5f6 d8f6 d4c4 e5b2,1r1qr1k1/p1p2ppp/1p1b1n2/3N4/3Q4/1P4P1/PBP1PPKP/R3R3 b - -,2073,78,-1,394,408,378794,1,26,1000,0,0,-181,2,21,0,12,988,-191.0,3.0,19.0,0.0,7.0,993.0,1000,0,0,32,31,1,63,7,1,1,2,1,1,6,1,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,6.0,2.6666666666666665,4.333333333333333,1,0,2,1,10,40,1,2,5,5,1,37,1935,70267,72239,3,23,0.027027027027027,0.0031007751937984,0.0002277029046351,51,2.217391304347826,1,1,1,1,1,1,1,1
kingsideAttack mate mateIn1 middlegame oneMove,d1d7 g6g2,r4rk1/pb1Q2pp/1p2p1q1/2b5/2P5/P1N1B2P/1P2BPP1/R4RK1 b - -,924,88,-1,-1500,-1500,27220,1,2,1000,0,0,24,2,20,16,983,1,-54.0,3.0,24.0,0.0,923.0,77.0,1000,0,0,34,30,4,64,6,1,2,2,1,1,5,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,2603,112914,115565,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing defensiveMove endgame knightEndgame master short,e6d7 d5b6 d7c6 b6a4,8/3k4/1p1n4/p2N4/2P1p3/PP2K3/8/8 w - -,2375,79,1,322,336,220201,1,43,1000,0,0,36,2,19,14,986,0,31.0,3.0,17.0,11.0,989.0,0.0,1000,0,0,6,6,0,12,3,1,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,28,6.0,4.666666666666667,5.333333333333334,1,0,1,2,6,37,1,1,3,3,1,15,205,2976,3196,2,35,0.0666666666666666,0.0292682926829268,0.0094086021505376,45,1.2857142857142858,0,1,0,1,1,1,1,1
crushing endgame short,f4d4 d5e4 d4e4 f3e4,8/2pR3p/1p1b3k/p2B2pP/P1Pr2P1/5P2/4r3/5R1K w - -,2255,83,1,283,333,97995,1,33,1000,0,0,4,2,20,2,997,1,-205.0,3.0,17.0,0.0,1.0,999.0,1000,0,0,18,18,0,36,5,0,1,2,0,1,5,0,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,1,24,738,17136,17898,3,3,0.0416666666666666,0.0013550135501355,5.835667600373483e-05,3,1.0,0,1,1,1,1,1,1,1
