themes,solution,epd,rating,rating_dev,to_move,cp_eval,move1cp,nodes,move1multiPV,move1sel_depth,move1w,move1d,move1l,move2cp,move2multiPV,move2sel_depth,move2w,move2d,move2l,move3cp,move3multiPV,move3sel_depth,move3w,move3d,move3l,orig_w,orig_d,orig_l,white_material,black_material,material_balance,total_material,white_P,white_N,white_B,white_R,white_Q,white_K,black_p,black_n,black_b,black_r,black_q,black_k,crushing,hangingPiece,long,middlegame,advantage,endgame,short,rookEndgame,fork,pawnEndgame,mate,mateIn2,operaMate,master,interference,kingsideAttack,veryLong,zugzwang,exposedKing,skewer,mateIn1,oneMove,opening,pin,quietMove,backRankMate,discoveredAttack,sacrifice,bishopEndgame,bodenMate,deflection,morphysMate,smotheredMate,advancedPawn,attraction,promotion,mateIn3,masterVsMaster,superGM,queensideAttack,knightEndgame,cornerMate,defensiveMove,queenEndgame,attackingF2F7,queenRookEndgame,clearance,intermezzo,equality,pillsburysMate,trappedPiece,hookMate,discoveredCheck,xRayAttack,capturingDefender,swallowstailMate,doubleBishopMate,doubleCheck,arabianMate,mateIn4,epauletteMate,enPassant,vukovicMate,dovetailMate,triangleMate,balestraMate,collinearMove,killBoxMate,anastasiaMate,blindSwineMate,castling,mateIn5,underPromotion,collinear,meaningful_L1,meaningful_L2,meaningful_L3,branching_L2,branching_L3,avg_branching,narrow_L1,narrow_L2,narrow_L3,distance_L1,distance_L2,distance_L3,pieces_L1,pieces_L2,pieces_L3,all_pieces_involved,winning_no_mate,possible_L1,possible_L2,possible_L3,all_possible_moves,all_narrow_solutions,tree_size,move_ratio_L1,move_ratio_L2,move_ratio_L3,sum_distance,avg_distance,solved1320,solved1500,solved1750,solved2000,solved2250,solved2500,solved2750,solved3000
advantage endgame rookEndgame short,e4e3 f2e3 f4e3 c7c3,8/2R5/1r2k1pp/1P6/K4p2/4p2P/5PP1/8 w - -,2152,81,1,288,300,79186,1,29,1000,0,0,-154,2,21,0,28,972,-185.0,3.0,24.0,0.0,4.0,996.0,1000,0,0,9,9,0,18,4,0,0,1,0,1,4,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2.0,3.5,2.75,1,0,1,1,2,26,1,2,1,3,1,23,358,7190,7571,2,10,0.0434782608695652,0.0055865921787709,0.0009735744089012,29,2.9,0,1,1,1,1,1,1,1
endgame mate mateIn2 short,b6b4 d3h7 g8f8 h7h8,6k1/4bpp1/4p3/p2pP1N1/1q1P3P/1P1Q2K1/5P2/8 w - -,762,108,1,1500,1500,40408,1,4,1000,0,0,-10,2,18,1,996,3,-26.0,3.0,24.0,0.0,992.0,8.0,1000,0,0,17,17,0,34,5,1,0,0,1,1,5,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,4,1,0,1,1,0,2,0,31,787,21968,22786,2,2,0.032258064516129,0.0012706480304955,0.0,5,2.5,0,1,1,1,1,1,1,1
crushing middlegame short trappedPiece,c2c3 f8d6 c7d6 f6d6,r1b2bnr/ppQp3p/2n2q1k/6pP/2B1P3/2PP4/PP3PP1/RNB1K2R b KQ -,1382,75,-1,350,350,95280,1,26,1000,0,0,-50,2,24,1,904,95,-87.0,3.0,24.0,0.0,640.0,360.0,1000,0,0,36,36,0,72,8,1,2,2,1,1,5,2,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2.0,2.0,2.0,1,0,1,2,3,5,1,2,3,3,1,36,1556,51382,52974,2,7,0.0277777777777777,0.0012853470437017,7.784827371453037e-05,10,1.4285714285714286,0,1,1,1,1,1,1,1
mate mateIn2 middlegame short,g7h8 h1h8 f8g7 f4e5,2rr1k1b/1q2p3/p1b1P1p1/np3pP1/3P1B2/1P1B1N2/P2N4/2R1K2R w K -,1198,78,1,1500,1500,344612,1,4,1000,0,0,-120,2,21,0,244,756,-179.0,3.0,22.0,0.0,10.0,990.0,1000,0,0,27,33,-6,60,5,2,2,2,0,1,5,1,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,7,1,0,1,1,0,2,0,49,1406,65277,66732,2,2,0.0204081632653061,0.0007112375533428,0.0,8,4.0,0,1,1,1,1,1,1,1
crushing endgame pin short,d8d7 c4b5 c6b5 b8b5,1Q6/3kr3/2q4p/2p1pp1P/2Bb4/1P6/P6K/4R3 w - -,1392,75,1,554,555,197981,1,36,1000,0,0,30,2,16,10,990,0,9.0,3.0,32.0,3.0,996.0,1.0,1000,0,0,20,21,-1,41,3,0,1,1,1,1,4,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,1,40,980,33641,34661,3,3,0.025,0.0010204081632653,2.9725632412829584e-05,3,1.0,1,1,1,1,1,1,1,1
mate mateIn1 middlegame oneMove,g7f6 e4f6,r1bqkn1r/ppb1n2p/2p1pp2/4N3/3PN3/3B4/PPPQ1PPP/R3K2R w KQkq -,950,80,1,1500,1500,108189,1,2,1000,0,0,-55,2,32,1,882,117,-202.0,3.0,23.0,0.0,10.0,990.0,1000,0,0,35,37,-2,72,7,2,1,2,1,1,6,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,1356,67332,68739,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
deflection kingsideAttack mate mateIn2 middlegame short,d1g4 h4f3 h2f3 h3g4,r3kb1r/ppp2pp1/3p4/1P2p3/2P3Qn/2N1P2q/PB1P1P1N/R4RK1 b kq -,1170,82,-1,-1500,-1500,95357,1,4,1000,0,0,-88,2,29,0,650,350,-193.0,3.0,22.0,0.0,8.0,992.0,1000,0,0,34,32,2,66,6,2,1,2,1,1,7,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3.0,0.6666666666666666,1.8333333333333333,1,0,0,2,4,3,1,3,1,3,0,32,1168,37641,38841,1,6,0.03125,0.0025684931506849,5.313355118089318e-05,9,1.5,0,1,1,0,0,0,0,0
advancedPawn advantage defensiveMove endgame promotion short,e5c7 a7a8q c7c3 a8f3,8/P1q4p/5pk1/6p1/5P2/6KP/5QP1/7r w - -,1800,76,1,351,379,119079,1,16,1000,0,0,-559,2,27,0,0,1000,-584.0,3.0,24.0,0.0,0.0,1000.0,1000,0,0,13,17,-4,30,4,0,0,0,1,1,3,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,5,1,1,1,3,1,20,721,17207,17948,3,3,0.05,0.001386962552011,5.811588307084327e-05,7,2.333333333333333,1,1,1,1,1,1,1,1
advantage defensiveMove middlegame short,c8h3 g2h3 d8d7 f1f5,r2qk2r/bpp5/p5n1/3P4/4P3/6Bb/PP4BK/R2Q1R2 w kq -,1645,143,1,233,255,266583,1,34,1000,0,0,-309,2,18,0,0,1000,-607.0,3.0,16.0,0.0,0.0,1000.0,1000,0,0,29,31,-2,60,4,0,2,2,1,1,3,1,2,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,1678,60425,62145,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing defensiveMove endgame long pawnEndgame,f5f4 g3f4 g5f4 e3d3 e5f6 h3h4,8/8/8/4k1pp/5p2/4KPPP/8/8 w - -,2106,79,1,563,664,820370,1,61,1000,0,0,-4,2,21,1,997,2,-741.0,3.0,29.0,0.0,0.0,1000.0,1000,0,0,3,3,0,6,3,0,0,0,0,1,3,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2.0,3.0,2.5,1,0,1,1,2,6,1,1,2,2,1,5,41,357,403,2,9,0.2,0.048780487804878,0.0168067226890756,9,1.0,0,1,1,1,1,1,1,1
endgame mate mateIn1 oneMove,f8f7 e7e8,r2k4/pp1nRr2/2pP1N1p/8/3P3p/8/PPP3P1/6K1 w - -,1254,81,1,1500,1500,109696,1,2,1000,0,0,187,2,45,996,4,0,-239.0,3.0,25.0,0.0,0.0,1000.0,1000,0,0,14,18,-4,32,6,1,0,1,0,1,5,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,2,1,1,1,3,1,30,622,17078,17730,3,3,0.0333333333333333,0.0016077170418006,5.855486590935707e-05,4,1.3333333333333333,1,1,1,1,1,1,1,1
mate mateIn1 middlegame oneMove,d6e5 d1d8,r1b1k1nr/ppp2ppp/6q1/4p1B1/2B2P2/7P/P5P1/1N1Q2K1 w kq -,879,89,1,1500,1500,218376,1,2,1000,0,0,-204,2,27,0,2,998,-360.0,3.0,16.0,0.0,0.0,1000.0,1000,0,0,22,32,-10,54,4,1,2,0,1,1,7,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,1446,58472,59963,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
endgame mate mateIn2 short,e3d4 f6f3 g2f1 f3h1,4r1k1/p4p2/1p3q1p/1P6/3B2p1/P5P1/Q1P2PKP/4R3 b - -,1492,79,-1,-1500,-1500,491289,1,4,1000,0,0,-498,2,21,0,0,1000,-575.0,3.0,39.0,0.0,0.0,1000.0,1000,0,0,23,19,4,42,6,0,1,1,1,1,5,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2.0,0.0,1.0,1,0,0,3,2,0,1,1,0,2,0,35,1257,36909,38201,1,3,0.0285714285714285,0.0015910898965791,0.0,5,1.6666666666666667,1,1,1,1,1,1,1,1
backRankMate mate mateIn2 middlegame sacrifice short,d8d5 e4e8 a8e8 e1e8,r5k1/pp3ppp/1qn2b2/3r4/4QB2/1P3N2/P4PPP/4R1K1 w - -,896,87,1,1500,1500,22523,1,4,1000,0,0,60,2,22,79,921,0,1.0,3.0,19.0,2.0,996.0,2.0,1000,0,0,25,30,-5,55,5,1,1,1,1,1,5,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,4,4,0,1,1,0,2,0,48,2408,110672,113128,2,2,0.0208333333333333,0.0004152823920265,0.0,8,4.0,1,1,1,1,1,1,1,1
clearance kingsideAttack mate mateIn2 middlegame sacrifice short,d5f4 e4f6 g7f6 d3h7,r2q1rk1/pp2bpp1/2p1b2p/4P3/3PNn2/1P1Q3P/P4BP1/1BR2RK1 w - -,1250,76,1,1500,1500,70739,1,4,1000,0,0,155,2,26,938,62,0,134.0,3.0,30.0,847.0,153.0,0.0,1000,0,0,34,34,0,68,6,1,2,2,1,1,6,1,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3.0,0.3333333333333333,1.6666666666666667,1,0,1,2,3,3,1,3,1,5,0,41,1859,72791,74691,2,5,0.024390243902439,0.00161377084454,1.3737962110700498e-05,8,1.6,0,1,1,1,1,1,1,1
attraction mate mateIn2 middlegame queensideAttack sacrifice short,f3e2 a1b1 c1b1 a2a1,r5k1/1p3p2/2p1ppp1/3p4/2nP4/1QB4P/rPP1BPP1/qNKR3R b - -,1378,72,-1,-1500,-1500,30962,1,4,1000,0,0,-143,2,17,0,87,913,-228.0,3.0,21.0,0.0,1.0,999.0,1000,0,0,34,29,5,63,6,1,2,2,1,1,7,1,0,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,1,1,0,1,1,0,2,0,36,1128,36345,37509,2,2,0.0277777777777777,0.000886524822695,0.0,2,1.0,0,0,1,1,1,1,1,1
crushing fork middlegame short,g2a8 d4e2 c1d2 e2c3,Bn3rk1/p4p1p/1p4p1/2p5/3n2PP/2Q4N/qPP5/2KR3R b - -,1429,103,-1,496,501,341409,1,37,1000,0,0,8,2,24,4,995,1,-131.0,3.0,21.0,0.0,130.0,870.0,1000,0,0,29,26,3,55,4,1,1,2,1,1,6,2,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,2,1,1,1,2,1,36,1228,42255,43519,3,3,0.0277777777777777,0.000814332247557,2.3665838362323985e-05,5,1.6666666666666667,1,1,1,1,1,1,1,1
advantage endgame long pin quietMove,d6f5 c6b6 g1f1 b6b1 d1b1 b8b1,1r3k2/p4ppp/2r5/5N2/P2P4/8/2P2PPP/3Q2K1 b - -,1622,74,-1,169,173,193108,1,43,991,9,0,-363,2,18,0,0,1000,-388.0,3.0,19.0,0.0,0.0,1000.0,995,5,0,18,14,4,32,6,1,0,0,1,1,4,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,981,29658,30672,0,0,0.0,0.0,0.0,0,0.0,0,1,1,1,1,1,1,1
advantage endgame short,g6h7 f4f5 d1f3 f5f3,8/5prk/1Q6/p2pp3/5Rp1/6P1/5PKP/3q4 w - -,2010,80,1,399,475,117728,1,21,1000,0,0,36,2,21,16,984,0,-360.0,3.0,20.0,0.0,0.0,1000.0,1000,0,0,17,19,-2,36,3,0,0,1,1,1,5,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,2,1,1,1,1,3,1,34,832,21903,22769,3,3,0.0294117647058823,0.001201923076923,4.565584623110989e-05,4,1.3333333333333333,0,1,1,1,1,1,1,1
advantage middlegame short,d3b5 c8a6 b5a6 a8a6,r1b2rk1/2qnbppp/3p1n2/1Qp5/4PP2/1PN2N2/P3B1PP/1RB2RK1 b - -,1380,75,-1,283,311,390994,1,37,1000,0,0,9,2,20,18,974,8,-6.0,3.0,20.0,9.0,975.0,16.0,1000,0,0,37,36,1,73,6,2,2,2,1,1,5,2,2,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,2,1,1,1,3,1,34,1494,52554,54082,3,3,0.0294117647058823,0.000669344042838,1.9028047341781785e-05,5,1.6666666666666667,0,0,1,1,1,1,1,1
crushing endgame pawnEndgame quietMove veryLong,h6h7 c5c4 h7g8 f6g5 g8f7 b6b5 a4b5 a6b5 f7e6 b5b4,8/7K/pp3k2/2p4P/P7/2P5/8/8 b - -,2229,148,-1,316,355,136437,1,39,1000,0,0,15,2,38,4,996,0,-22.0,3.0,19.0,0.0,994.0,6.0,1000,0,0,3,3,0,6,3,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,1,9,59,537,605,3,3,0.1111111111111111,0.0169491525423728,0.0018621973929236,3,1.0,1,0,1,1,1,1,1,1
advantage fork middlegame short,e1e7 a5c5 f1f2 c5e7,3r2k1/pp2R2p/5pbQ/q2p4/6PP/1Br2P2/P1P5/5RK1 b - -,1245,84,-1,408,418,114024,1,24,1000,0,0,-257,2,20,0,0,1000,-399.0,3.0,20.0,0.0,0.0,1000.0,1000,0,0,27,27,0,54,5,0,1,2,1,1,5,0,1,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3.0,1.3333333333333333,2.1666666666666665,1,0,2,2,3,7,1,2,1,3,1,38,1497,49083,50618,3,8,0.0263157894736842,0.002004008016032,8.149461116883646e-05,12,1.5,1,1,1,1,1,1,1,1
crushing endgame master pawnEndgame short,e5f4 c4b5 f4e5 b5a5,8/8/8/p6p/P1K2k1P/8/8/8 w - -,672,100,1,502,562,250828,1,49,1000,0,0,-36,2,36,0,986,14,-49.0,3.0,31.0,0.0,967.0,33.0,1000,0,0,2,2,0,4,2,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1.0,3.0,2.0,1,1,0,1,1,3,1,1,1,1,1,7,42,266,315,2,5,0.1428571428571428,0.0238095238095238,0.0112781954887218,5,1.0,0,0,1,0,1,1,1,1
crushing master middlegame short,g8g7 h6f7 f8f7 d3g6,2rq1r2/p1n1bpk1/1p2p1pN/3nP2p/3P3P/P2Q1N2/1P4P1/RBB3K1 w - -,1737,77,1,385,340,103316,1,25,1000,0,0,44,2,30,52,947,1,-39.0,3.0,26.0,1.0,958.0,41.0,1000,0,0,32,34,-2,66,6,2,2,1,1,1,6,2,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,2,3,1,1,1,3,1,38,1156,44611,45805,3,3,0.0263157894736842,0.0008650519031141,2.241599605478469e-05,7,2.333333333333333,1,1,1,1,1,1,1,1
advancedPawn crushing endgame hangingPiece quietMove veryLong,b6d5 b3d5 f3f4 a4a5 e5e4 a5a6 e4e3 a6a7,8/6k1/8/1K1np1p1/P5P1/1B3r2/1PP5/8 w - -,2068,82,1,276,327,170136,1,33,1000,0,0,-250,2,21,0,0,1000,-276.0,3.0,25.0,0.0,0.0,1000.0,1000,0,0,7,10,-3,17,4,0,1,0,0,1,2,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2.0,2.5,2.25,1,0,1,2,6,7,1,1,1,3,1,11,322,3780,4113,2,8,0.0909090909090909,0.0062111801242236,0.0013227513227513,15,1.875,1,0,1,1,1,1,1,1
mate mateIn1 oneMove opening,e5c3 d1d8,r1b1k2r/p1p2ppp/1pN2n2/2n5/2B1P3/P1b5/1PP2PPP/R1BR2K1 w kq -,720,100,1,1500,1500,30027,1,2,1000,0,0,99,2,17,481,519,0,54.0,3.0,23.0,56.0,944.0,0.0,1000,0,0,26,28,-2,54,7,1,2,2,0,1,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,1802,78898,80747,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing endgame long pawnEndgame,b1b2 f5g4 h3g4 h7h5 g4h5 g6h5,6k1/7p/6p1/5p2/5PP1/7P/1K6/8 b - -,1939,74,-1,497,474,74717,1,26,1000,0,0,0,2,14,1,998,1,-4.0,3.0,14.0,1.0,997.0,2.0,1000,0,0,3,3,0,6,3,0,0,0,0,1,3,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,2,1,1,1,1,1,8,89,758,855,3,3,0.125,0.0112359550561797,0.0013192612137203,4,1.3333333333333333,0,1,1,1,1,1,1,1
crushing fork middlegame short,c6e5 d1a4 e8f8 a4b4,r1b1k2r/ppp2p2/3ppq1p/3Pn1p1/1bP3P1/2N2N2/PP2PPP1/2RQKB1R w Kkq -,1398,76,1,416,398,665946,1,36,1000,0,0,50,2,19,96,903,1,-31.0,3.0,19.0,3.0,954.0,43.0,1000,0,0,36,36,0,72,8,2,1,2,1,1,8,1,2,2,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4.0,1.0,2.5,1,0,4,3,5,4,1,3,1,4,1,31,1095,31675,32801,5,9,0.032258064516129,0.0036529680365296,0.0001262825572217,12,1.3333333333333333,0,1,1,1,1,1,1,1
kingsideAttack mate mateIn1 middlegame oneMove,a3c4 e5h2,2kr3r/ppp2p2/2nb1n1p/4q1p1/Q1N5/2P1B3/PP2NPPP/R4RK1 b - -,913,85,-1,-1500,-1500,56402,1,2,1000,0,0,-42,2,21,1,946,53,-56.0,3.0,24.0,0.0,896.0,104.0,1000,0,0,34,34,0,68,6,2,1,2,1,1,6,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,2191,101079,103319,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
